RECID,WGHT_PER,AGEC,SEX,HSDSIZEC,FR_Q140,EDU5,SRH_Q110,INCMC,
21207,717.1067,64,1,1,2,1,1,9,
4161,594.9347,62,2,1,2,4,4,4,
210,2347.9799,26,2,2,2,1,2,8,
3613,856.5494,41,2,1,2,1,2,11,
1755,2023.1719,20,1,2,2,3,1,2,
16019,822.998,46,1,1,3,2,3,5,
21940,1233.864,57,2,2,2,4,3,98,
12621,1403.9148,51,2,2,1,1,3,11,
4699,2082.4523,32,1,5,2,1,1,12,
17543,866.9774,40,1,1,1,4,1,10,
15993,815.3884,76,1,1,3,9,5,4,
20223,1783.9484,51,1,2,1,2,2,12,
5068,1432.6485,50,2,2,2,4,4,6,
5746,1260.3789,60,2,2,2,3,2,4,
14217,1260.3789,61,2,2,2,2,1,6,
20360,3996.9069,80,1,3,3,5,2,4,
13083,1605.0629,55,1,2,2,4,1,5,
13488,1558.5582,61,1,2,2,5,1,6,
12339,1605.0629,58,1,2,2,5,2,6,
11929,1697.7444,17,2,2,7,4,3,2,
6003,1216.0624,80,2,1,3,5,4,6,
16096,820.8108,50,1,1,2,2,3,6,
21408,2384.0166,80,1,2,4,5,9,99,
6487,635.1663,69,1,1,3,5,4,5,
1022,2303.8394,29,2,3,1,1,1,8,
9725,1856.4028,44,1,3,3,3,5,7,
9003,1260.3789,64,2,2,2,2,2,98,
5484,2997.2581,45,2,4,3,2,2,6,
1787,2747.2723,16,1,5,7,5,2,2,
8592,2747.2723,18,1,4,2,3,2,4,
10033,1439.655,39,2,5,2,4,2,9,
3516,2747.2723,18,1,4,2,3,2,3,
1610,1233.864,56,2,2,2,5,3,4,
6961,728.7845,72,1,2,3,5,4,4,
436,1558.5582,61,1,2,1,4,2,6,
18543,138.6415,49,2,1,1,3,3,12,
4078,1233.864,57,2,2,2,2,3,10,
21823,1078.4065,80,1,1,2,5,5,4,
9045,856.5494,42,2,1,2,1,2,10,
2702,594.9347,61,2,1,1,1,1,7,
6124,1522.1084,61,1,3,2,1,2,8,
21914,1286.175,64,2,2,2,5,3,2,
10821,1888.676,56,2,3,1,2,2,3,
14983,1783.9484,51,1,2,9,4,1,7,
10615,1591.0391,58,1,2,2,3,1,6,
19716,1260.3789,61,2,2,2,1,4,6,
14174,1605.0629,56,1,2,1,1,2,12,
1085,1802.5664,79,1,2,1,3,2,10,
14221,2739.0087,25,1,2,2,2,2,7,
3297,662.6877,53,2,1,2,8,8,98,
19735,1404.1522,68,1,2,2,5,5,6,
21614,717.1067,61,1,1,3,5,4,6,
450,659.3293,74,1,1,3,5,3,4,
20439,659.3293,72,1,1,2,5,3,4,
10857,3941.1141,42,1,4,2,5,2,7,
2072,2187.252,80,1,2,2,2,2,6,
12249,1286.175,63,2,2,2,2,4,2,
7526,1233.864,57,2,2,2,1,3,10,
8514,1260.3789,62,2,2,3,5,3,3,
21593,1479.1872,77,2,2,1,4,2,8,
18428,1404.1522,66,1,2,2,2,2,6,
8539,1593.8342,35,1,3,1,2,2,8,
19724,1593.8342,35,1,4,1,2,1,12,
6123,1009.329,23,2,3,2,5,4,4,
253,582.4189,59,2,1,3,5,3,5,
615,906.2643,20,2,1,4,5,4,4,
17156,2303.8394,28,2,4,4,4,2,4,
3743,1444.489,46,2,4,2,1,4,8,
9172,2823.0844,80,2,2,1,4,2,7,
3980,1605.0629,59,1,2,3,5,3,8,
8867,1593.8342,36,1,3,2,2,4,9,
11397,635.1663,66,1,1,2,5,1,6,
11483,1593.8342,36,1,3,2,3,3,10,
13191,3003.3273,35,2,5,3,3,5,4,
4678,1439.655,35,2,4,4,4,2,6,
14150,2018.658,22,2,2,2,2,2,3,
6691,1593.8342,36,1,3,3,1,2,8,
18022,1286.175,61,2,2,1,1,1,7,
11664,1233.864,55,2,2,2,3,3,7,
8558,1432.6485,53,2,2,1,2,2,4,
15735,724.16,70,2,1,2,4,3,5,
15457,2148.9728,52,2,4,2,2,4,1,
15692,1569.4146,66,1,2,2,5,3,8,
10841,1593.8342,38,1,4,1,1,2,12,
355,1404.1522,68,1,2,2,4,3,7,
8212,582.4189,59,2,1,3,5,2,5,
13433,1812.9031,31,2,2,2,2,2,6,
22311,2060.4542,18,1,4,2,4,1,2,
14360,2303.8394,28,2,4,3,5,2,5,
14662,2247.9436,48,2,3,2,5,4,4,
21863,2739.0087,27,1,2,2,5,3,7,
5080,2082.4523,34,1,4,1,2,2,10,
11273,2303.8394,28,2,4,2,2,1,8,
3409,1593.8342,35,1,4,2,2,2,10,
2572,2060.4542,18,1,3,1,3,2,1,
13392,2082.4523,34,1,4,1,1,1,11,
9864,1593.8342,36,1,3,2,2,2,8,
16203,717.1067,63,1,1,4,3,5,4,
12276,2518.2347,55,2,4,4,1,4,99,
19442,1098.6996,29,2,1,4,2,1,5,
1152,1439.655,39,2,4,1,1,2,6,
1838,1778.8217,30,2,3,2,1,3,8,
11090,1929.2624,64,2,3,2,4,2,2,
7314,1260.3789,62,2,2,1,3,5,5,
105,702.8537,80,2,1,3,5,4,5,
8653,1403.9148,50,2,2,2,2,1,6,
1203,668.7784,68,2,1,2,2,2,6,
18382,635.1663,69,1,1,2,5,4,4,
12888,2082.4523,31,1,4,2,2,2,7,
14273,1078.4065,80,1,1,9,5,4,98,
7265,1929.2624,62,2,3,2,3,1,7,
14704,1286.175,62,2,2,1,1,1,8,
16404,1605.0629,58,1,2,1,5,2,8,
9745,822.998,45,1,1,2,5,3,11,
11990,1404.1522,69,1,2,2,5,4,98,
6885,820.8108,52,1,1,2,4,2,9,
5593,1245.114,28,1,1,2,2,3,8,
21064,724.16,73,2,1,1,5,2,6,
20965,724.16,74,2,1,2,5,3,5,
21306,635.1663,68,1,1,3,5,5,98,
11135,1796.08,44,2,3,2,2,4,4,
12021,1260.3789,60,2,2,1,5,3,1,
18845,1506.8119,80,2,2,2,5,3,99,
16315,662.6877,51,2,1,2,4,2,9,
21573,1604.0499,63,1,2,2,3,2,10,
12897,2148.9728,51,2,3,1,3,1,8,
7803,1569.4146,67,1,2,2,5,5,6,
1584,1593.8342,35,1,3,2,2,3,7,
4326,1233.864,58,2,2,1,5,3,1,
2390,1778.8217,33,2,4,3,2,5,7,
1644,1259.1173,58,2,2,2,1,1,6,
9500,717.1067,64,1,1,3,5,5,99,
535,1105.2534,33,1,3,4,2,3,7,
20050,1651.912,57,1,2,2,5,4,6,
19208,750.8318,37,2,2,2,2,3,8,
18816,2082.4523,34,1,5,2,4,1,7,
20339,594.9347,62,2,1,3,5,3,3,
16191,1286.175,60,2,2,3,1,2,6,
1007,856.5494,44,2,1,2,3,2,8,
14390,2082.4523,32,1,4,2,2,1,98,
6774,1030.2271,19,1,3,1,5,3,5,
11777,820.8108,53,1,1,2,5,3,6,
8883,717.1067,62,1,1,3,5,1,7,
19578,1873.4405,43,2,2,3,2,3,7,
3268,1783.9484,53,1,2,1,2,3,10,
12620,1873.4405,41,2,3,2,2,1,4,
16687,1439.655,36,2,4,2,2,3,98,
14137,3395.4888,19,2,4,2,5,4,1,
14243,1605.0629,57,1,2,2,4,1,5,
11835,1830.492,40,2,2,2,2,1,7,
18990,594.9347,63,2,1,2,5,3,6,
18398,2537.7637,35,1,4,3,2,4,7,
9841,1260.3789,61,2,2,2,1,2,8,
9817,1457.5691,74,1,2,2,5,2,5,
6557,1457.5691,74,1,2,3,5,3,5,
21169,582.4189,55,2,1,2,5,3,3,
15402,856.5494,41,2,1,2,1,1,10,
19691,1233.864,55,2,2,2,5,2,5,
2524,1601.7585,75,2,2,2,5,1,98,
8890,1260.3789,60,2,2,1,2,2,7,
14073,1433.7597,68,2,2,2,5,2,4,
17699,1403.9148,50,2,2,2,5,3,98,
1747,1746.8699,46,1,4,2,4,3,7,
10165,2754.0284,54,1,3,2,3,2,4,
8709,2830.0256,26,1,3,3,5,3,7,
4048,1569.4146,68,1,2,2,5,3,6,
17920,4046.3438,23,1,4,2,1,2,3,
11393,618.8009,40,1,4,4,5,1,7,
10775,594.9347,62,2,1,4,5,3,3,
8153,1593.8342,35,1,5,1,2,2,10,
14941,668.7784,69,2,1,3,2,1,4,
19907,594.9347,64,2,1,2,5,1,4,
5679,2739.0087,27,1,2,2,1,1,10,
14621,848.319,33,2,1,2,2,3,6,
1256,1439.655,39,2,3,2,1,1,10,
6346,1836.0189,51,1,2,1,5,5,99,
5268,668.7784,68,2,1,2,5,2,99,
555,1796.08,42,2,3,2,2,1,10,
19827,662.6877,52,2,1,3,2,3,8,
18101,659.3293,73,1,1,3,5,4,5,
339,738.504,56,1,1,2,1,3,9,
21065,1498.6291,46,2,2,2,2,3,7,
21575,1468.572,49,2,2,1,2,1,12,
3865,750.8318,35,2,3,3,2,3,7,
3914,927.7194,32,2,3,2,2,3,7,
6966,717.1067,60,1,1,2,4,3,98,
17012,1260.3789,60,2,2,2,5,3,1,
5741,1593.8342,38,1,6,2,1,3,10,
9286,2477.868,57,1,3,3,2,2,6,
1267,1433.7597,67,2,2,3,5,3,4,
12668,668.7784,68,2,1,3,5,3,3,
3120,717.1067,63,1,1,1,1,2,9,
19960,1569.4146,66,1,2,2,2,4,6,
14928,1836.0189,52,1,2,2,5,3,6,
15583,820.8108,51,1,1,2,5,2,6,
4575,1403.9148,51,2,2,3,1,1,7,
2425,2761.367,49,1,3,2,1,1,12,
2190,717.1067,60,1,1,2,5,3,98,
8379,1778.8217,31,2,3,2,1,2,7,
22210,1552.4894,71,2,2,2,5,1,3,
5412,1286.175,63,2,4,3,5,2,3,
10981,1605.0629,56,1,2,2,3,2,8,
13575,1878.7593,22,2,2,1,2,1,6,
17634,1233.864,55,2,2,2,4,2,98,
18318,2403.0701,27,2,2,2,2,4,5,
15169,659.3293,73,1,1,3,5,4,5,
7402,3996.9069,80,1,3,2,2,2,6,
10513,1680.8649,32,2,4,2,1,1,12,
5179,1472.7309,60,1,2,9,2,2,8,
22039,1038.196,29,2,1,3,3,2,3,
710,1472.7309,62,1,2,2,4,2,9,
20915,1353.755,54,2,2,2,2,1,1,
16209,5348.3615,27,1,4,3,1,2,6,
12301,1215.3474,61,2,2,2,2,2,2,
14992,1387.7001,49,2,2,2,4,2,8,
9370,2655.4098,41,2,6,2,1,1,10,
21924,1547.2603,38,1,2,2,1,2,4,
9577,1291.4262,80,2,1,2,1,2,10,
5920,631.9499,66,2,1,8,4,1,98,
14696,1650.6727,45,1,4,3,2,3,8,
2194,2588.176,28,1,2,1,4,2,6,
14927,651.9727,79,2,1,1,3,1,5,
2481,1189.7798,56,2,2,1,1,3,12,
15674,777.6769,47,1,1,2,4,4,4,
6979,2252.7327,80,1,2,1,5,2,12,
15233,2252.7327,80,1,2,1,9,2,12,
6749,709.4847,39,2,3,4,5,4,2,
7642,1038.196,26,2,1,2,1,1,9,
17640,809.3807,44,2,1,2,1,1,10,
10431,562.1726,62,2,1,2,1,2,7,
19575,648.7623,35,2,1,2,2,1,8,
21067,2609.303,48,1,3,2,1,1,11,
5073,1326.8279,69,1,2,1,1,1,7,
3885,697.8358,55,1,1,1,1,3,9,
6312,1482.9895,65,1,2,1,3,1,9,
15241,1387.9768,27,2,2,2,2,3,9,
6913,1397.7308,76,2,2,2,5,4,99,
2166,1598.6755,38,1,2,2,9,4,4,
14670,1354.8049,68,2,2,2,3,2,5,
18321,2926.872,21,2,3,2,2,2,1,
5321,1291.4262,80,2,1,1,5,1,99,
20476,631.9499,69,2,1,2,1,3,8,
21752,801.6034,31,2,1,2,1,2,98,
8957,1215.3474,61,2,2,2,4,1,98,
8829,1506.0644,39,1,4,2,3,2,9,
972,676.8775,54,2,2,2,4,3,7,
18616,819.2344,43,1,1,2,2,1,10,
8349,1650.6727,46,1,4,2,3,2,11,
6192,1387.7001,48,2,2,2,3,2,6,
8084,631.9499,68,2,1,3,2,5,5,
6837,842.8547,51,1,2,2,2,2,12,
17264,1946.9884,18,1,3,2,3,2,3,
5770,1354.8049,66,2,2,1,1,2,10,
14665,684.2817,72,2,1,2,5,2,4,
2352,1377.3031,74,1,2,2,5,1,6,
7071,1697.1728,40,2,4,2,1,1,10,
13518,1466.9964,73,2,2,2,4,4,4,
6570,626.1946,52,2,1,3,2,3,9,
20101,1354.8049,68,2,2,3,5,1,7,
16194,1354.8049,66,2,2,1,1,2,9,
7347,1713.0695,31,2,2,2,2,1,7,
17684,1482.9895,67,1,2,2,3,4,10,
19026,550.346,56,2,1,1,2,1,7,
4273,2602.3686,52,1,3,2,4,3,7,
14816,777.6769,48,1,1,1,2,1,6,
17448,1697.1728,41,2,4,2,2,3,7,
15038,1165.9171,56,2,2,2,5,4,1,
8909,2176.9708,29,2,3,2,1,3,10,
9760,1604.2524,16,2,3,7,5,1,1,
19067,3724.0835,41,1,4,1,1,1,12,
14002,1482.9895,65,1,2,1,3,1,8,
18709,664.1487,80,2,1,2,3,4,99,
1896,1967.7751,32,1,3,1,1,1,12,
15461,1364.9434,45,2,3,2,2,2,9,
2498,2588.176,25,1,2,2,5,1,4,
4957,1190.9719,62,2,2,2,5,2,5,
2208,2655.4098,42,2,5,2,2,1,6,
1214,1377.3031,70,1,2,2,4,3,99,
13169,1326.6035,51,2,2,1,4,2,9,
14367,1680.8649,32,2,3,1,1,2,7,
1899,677.6168,63,1,1,1,5,1,10,
18225,1506.0644,36,1,5,1,1,1,11,
22295,1190.9719,60,2,2,4,4,4,4,
4785,1326.6035,54,2,2,2,4,3,7,
6861,1516.6747,59,1,2,2,2,1,7,
13816,1377.3031,73,1,2,2,1,1,9,
7602,1354.8049,66,2,2,3,5,3,2,
6753,1215.3474,64,2,2,2,2,3,7,
19326,1775.2991,22,2,2,2,1,2,4,
6204,1703.3021,78,1,2,2,2,3,6,
18544,876.6315,32,2,2,2,2,3,6,
20218,1697.1728,40,2,4,2,1,2,12,
3186,942.6599,25,2,1,2,1,1,8,
4487,1726.5367,23,1,2,2,2,2,10,
9947,2959.597,21,1,3,2,3,2,5,
2318,1038.196,25,2,1,3,2,4,8,
11040,3868.8831,50,1,5,3,1,1,10,
6914,839.637,39,1,4,9,1,8,98,
15675,704.6293,66,2,1,2,1,1,12,
11675,986.9346,44,2,2,3,4,3,5,
453,698.2121,50,2,1,2,2,2,8,
6129,1679.2741,37,1,4,3,2,3,7,
22398,1934.4415,50,1,2,2,4,3,7,
1156,723.3752,36,2,1,3,2,3,98,
8962,821.0535,60,1,2,2,3,2,12,
13117,2194.0854,30,1,3,2,3,2,8,
6670,704.6293,65,2,1,2,2,1,5,
19310,2194.0854,32,1,5,3,2,5,7,
2670,1535.7043,74,1,2,3,5,4,5,
18437,1642.1071,61,1,2,2,2,1,8,
6916,1300.0071,57,2,2,3,2,2,7,
9537,723.3752,38,2,1,2,3,3,6,
12083,613.6403,56,2,1,3,5,3,6,
4018,1874.1782,32,2,5,2,2,3,8,
21332,1642.1071,63,1,2,2,5,3,8,
8672,626.8271,61,2,1,2,3,1,3,
17414,1535.7043,71,1,2,1,4,3,99,
3265,3868.8831,53,1,4,2,4,2,11,
12158,698.2121,50,2,1,1,4,4,10,
12727,2373.2439,38,2,4,2,2,3,7,
14607,626.8271,60,2,1,1,5,1,6,
11804,1740.4653,56,1,2,2,5,3,3,
549,2610.6979,57,1,4,2,4,3,8,
1502,1691.1047,58,1,2,2,4,8,98,
14622,784.2547,37,1,1,3,3,3,9,
11042,1300.0071,55,2,2,2,5,3,3,
18390,778.0926,55,1,1,2,2,2,9,
20054,758.415,39,2,4,1,2,1,9,
8433,1300.0071,57,2,2,1,1,2,10,
11940,1955.9182,42,1,4,2,2,1,9,
21935,1989.9214,57,2,3,2,1,2,98,
20015,1716.4498,71,1,2,2,4,2,6,
18535,1535.7043,72,1,2,2,2,8,98,
3879,2909.3943,48,1,3,2,4,1,98,
21489,1740.4653,58,1,2,2,2,3,10,
17084,1892.3616,40,2,3,2,1,2,12,
20457,3947.7383,44,2,4,1,3,1,7,
1273,1716.4498,71,1,2,1,1,1,9,
4871,1653.5455,65,1,2,2,2,2,10,
11528,694.6736,74,1,1,2,1,5,6,
10957,2368.4481,48,2,4,2,2,3,8,
16264,2683.1319,16,2,4,7,5,2,1,
18174,762.9797,70,2,1,2,8,3,8,
2256,3955.4065,38,2,6,3,3,5,1,
25,762.9797,72,2,1,4,5,4,4,
12206,613.6403,58,2,1,2,1,3,3,
11368,704.6293,67,2,1,3,5,4,98,
4480,1547.297,47,2,2,3,2,1,4,
18478,1300.0071,59,2,2,3,5,3,4,
6738,1679.2741,37,1,4,1,2,1,11,
6992,1516.8299,36,2,4,4,2,4,3,
9999,694.6736,74,1,1,2,5,4,4,
2901,3868.8831,52,1,4,3,5,1,6,
13160,1535.7043,72,1,2,2,5,1,7,
4410,1479.1738,54,2,2,1,1,2,9,
6863,3190.3068,23,2,3,2,3,2,4,
20784,1928.6183,43,2,2,2,1,1,8,
4274,2427.3403,28,2,4,2,2,4,7,
18351,1479.1738,50,2,2,2,4,2,5,
16433,1874.1782,34,2,3,2,1,2,12,
10693,1955.9182,40,1,5,2,1,3,12,
9654,650.0036,55,2,2,2,1,2,8,
13325,893.7944,31,2,1,2,2,2,7,
12033,2194.0854,34,1,4,2,5,1,8,
15394,864.8116,54,1,1,3,5,4,4,
11565,1479.1738,52,2,2,2,4,2,98,
3987,1516.8299,38,2,4,2,3,1,9,
15446,3271.5889,65,2,4,2,4,2,98,
10481,4263.2543,22,1,4,2,2,3,6,
3777,613.6403,55,2,1,2,1,1,10,
9349,1479.1738,53,2,2,2,4,1,98,
9588,1535.7043,71,1,2,2,2,3,10,
1598,2264.1718,50,2,3,2,4,1,10,
5590,1510.6186,67,2,2,2,2,4,4,
12547,698.2121,50,2,1,1,1,1,11,
12423,1899.1958,78,1,2,1,5,3,99,
12239,1955.9182,41,1,3,2,2,2,9,
9176,1516.8299,35,2,5,2,3,4,8,
12477,5317.178,21,2,5,3,3,2,3,
358,726.9549,78,2,1,2,5,2,6,
3229,1547.297,49,2,2,2,5,3,98,
19518,626.8271,60,2,1,4,3,5,1,
7217,1740.4653,56,1,4,2,5,3,8,
7897,1716.4498,70,1,2,2,5,1,7,
4197,1479.1738,53,2,2,2,4,1,7,
933,913.453,41,1,1,2,1,2,9,
7438,1510.6186,65,2,2,3,2,5,6,
3211,3618.18,15,1,6,7,5,2,1,
15102,7454.3337,25,1,5,3,2,2,6,
14378,3114.2877,41,1,5,9,2,2,8,
2471,2511.8155,80,1,2,3,5,4,7,
12233,3577.5092,18,2,4,2,4,2,2,
16771,994.9607,55,2,3,3,1,2,11,
3316,1535.7043,73,1,2,3,5,5,4,
11343,1635.713,72,2,2,2,1,4,4,
5818,698.2121,54,2,1,1,3,3,10,
7122,613.6403,59,2,1,2,5,2,6,
1248,2264.1718,50,2,4,1,1,2,12,
10289,704.6293,65,2,1,2,3,2,7,
12934,1874.1782,34,2,5,2,1,2,12,
18788,791.0813,38,2,3,2,2,2,6,
2658,1516.8299,35,2,4,1,2,2,8,
363,2683.1319,19,2,3,2,5,1,4,
17415,762.9797,74,2,1,9,5,3,99,
22420,1300.0071,55,2,2,1,4,2,98,
87,2535.0562,62,1,3,2,2,2,7,
2154,3577.5092,19,2,4,1,2,1,1,
11382,698.2121,50,2,1,2,2,4,6,
10531,653.0833,64,2,3,1,4,2,9,
8567,2194.0854,34,1,3,2,2,2,8,
2853,755.5483,61,1,1,1,5,1,6,
16462,1840.5136,48,1,4,3,1,3,4,
17673,626.8271,63,2,1,3,4,4,4,
5537,1788.7546,18,2,2,2,3,2,2,
3507,4471.8865,19,2,5,1,3,1,2,
13002,1547.297,48,2,2,1,2,2,1,
16764,778.0926,59,1,1,2,4,3,98,
1758,3618.18,15,1,5,7,5,2,1,
18787,1327.9435,60,2,2,2,5,1,7,
8719,2122.7226,76,1,2,2,4,4,6,
1706,2909.3943,46,1,4,2,3,2,11,
21303,1479.1738,51,2,2,2,1,1,10,
13861,2901.6623,54,1,3,2,2,2,11,
17094,1879.5797,54,1,2,1,3,3,8,
16909,1582.1626,35,2,2,2,1,2,9,
13367,1899.1958,77,1,2,2,5,1,98,
12520,2535.0562,61,1,3,2,1,3,8,
19319,626.8271,61,2,1,3,5,4,3,
6613,1892.3616,42,2,3,2,2,3,9,
12419,726.9549,75,2,1,2,5,2,5,
21843,913.453,42,1,1,2,3,2,4,
1132,1355.1223,60,2,2,1,1,2,10,
2774,1326.6142,57,2,2,2,4,3,6,
8436,2368.4481,49,2,3,3,2,2,3,
16735,698.2121,51,2,1,2,2,4,5,
13909,1136.2161,80,1,1,2,1,3,8,
18333,613.6403,55,2,1,1,1,3,10,
10610,2974.4202,80,2,2,2,2,4,99,
9608,1989.9214,58,2,3,2,5,2,1,
2703,1479.4239,69,1,2,1,5,4,5,
3811,1509.4479,50,2,2,4,1,4,6,
8606,1910.0865,34,2,2,2,1,3,7,
7064,1725.2079,36,1,2,1,3,1,10,
1705,1928.6183,40,2,2,2,1,3,12,
16327,2535.0562,62,1,3,2,5,5,6,
9785,740.5312,80,2,1,1,5,2,7,
975,867.1161,48,1,1,2,2,2,98,
18285,1516.8299,39,2,4,2,1,3,8,
21543,1510.6186,69,2,2,2,3,1,98,
13416,762.9797,73,2,1,2,3,2,6,
20935,1955.9182,42,1,3,1,2,2,98,
274,755.5483,64,1,1,1,1,1,8,
8976,1642.1071,63,1,2,1,2,2,10,
5390,1642.1071,60,1,2,3,5,5,6,
4958,1326.6142,58,2,2,2,4,3,7,
18793,1300.0071,58,2,2,1,1,2,11,
14593,2610.6979,55,1,3,3,4,2,98,
17468,1725.2079,39,1,2,3,4,2,8,
22209,2885.8375,26,1,2,2,2,1,10,
13206,2809.0019,28,1,4,2,3,2,9,
13224,740.5312,80,2,1,9,4,3,99,
7450,2913.2543,19,2,5,3,5,2,5,
16274,870.2326,58,1,2,8,1,1,98,
10571,2170.908,16,1,3,7,5,3,1,
15236,1664.7889,18,2,2,2,3,1,2,
761,1516.8299,36,2,4,3,4,3,6,
20946,2194.0854,30,1,3,2,2,2,11,
3349,1925.1026,20,1,2,2,2,2,7,
5655,864.8116,51,1,1,2,2,4,6,
13272,864.8116,52,1,1,2,1,4,98,
18140,762.9797,71,2,1,9,2,3,5,
6418,1535.7043,71,1,2,2,4,1,10,
20537,1587.5869,80,2,2,1,5,8,98,
5736,1582.1626,39,2,4,3,1,3,7,
9211,5317.178,24,2,5,2,2,2,5,
21200,1157.5971,26,2,1,2,2,1,11,
12772,1164.5022,31,1,2,2,2,2,8,
19835,2254.101,30,1,2,1,1,1,8,
16006,1899.1958,76,1,2,2,5,4,6,
15097,1642.1071,60,1,2,3,5,3,6,
15794,3879.1924,48,1,4,2,1,1,10,
3632,1516.8299,37,2,4,2,4,2,7,
493,4836.1039,54,1,5,2,2,3,9,
16251,3947.7383,44,2,6,2,3,3,1,
12275,2909.3943,47,1,4,8,5,1,98,
6702,1439.9508,80,2,1,3,5,5,5,
18656,1679.2741,35,1,5,1,2,2,9,
12982,784.2547,36,1,1,2,1,2,6,
11370,5317.178,21,2,5,1,3,1,6,
14482,540.6886,60,2,2,2,2,2,1,
15218,1840.5136,45,1,5,3,1,2,8,
19258,2170.908,16,1,4,7,5,1,1,
11658,755.5483,64,1,1,3,4,5,7,
5730,2194.0854,34,1,3,2,5,3,7,
3755,726.9549,79,2,1,1,5,4,4,
13719,730.3682,49,2,1,2,3,1,5,
21861,2194.0854,30,1,4,2,1,3,10,
11596,1651.5551,55,1,3,2,3,1,11,
14058,1479.1738,51,2,2,3,2,5,4,
5749,755.5483,63,1,1,2,4,1,7,
12634,885.6273,72,2,2,1,5,3,5,
19372,1934.4415,52,1,2,2,1,1,9,
13124,1874.1782,34,2,4,2,5,3,98,
20325,2610.6979,55,1,3,3,3,2,6,
10412,2194.0854,33,1,3,2,1,2,8,
12749,913.453,41,1,1,2,1,3,10,
4368,755.5483,61,1,1,3,1,5,6,
18921,730.3682,47,2,1,3,1,1,9,
5237,1892.3616,44,2,3,3,1,2,4,
838,1910.0865,31,2,2,3,1,3,2,
7115,698.2121,54,2,1,2,2,1,11,
633,762.9797,72,2,1,1,1,3,98,
11447,1782.5363,39,1,2,2,3,3,6,
19551,1782.5363,35,1,2,2,2,3,5,
6074,1510.6186,67,2,2,3,5,4,4,
4128,2264.1718,52,2,3,2,2,2,98,
14580,626.8271,60,2,1,1,1,2,8,
16456,3493.5067,30,1,3,2,5,2,3,
22218,704.6293,67,2,1,2,1,5,6,
3296,1642.1071,60,1,2,2,1,2,10,
13241,913.453,42,1,1,2,4,1,7,
19469,1642.1071,62,1,2,2,5,2,6,
10156,3299.9749,21,1,3,2,3,1,5,
5989,1281.2512,80,2,1,2,2,5,6,
11364,762.9797,73,2,1,2,4,2,7,
17926,613.6403,59,2,1,2,5,3,5,
11653,2373.2439,39,2,6,2,1,3,98,
3913,2683.1319,18,2,5,2,3,2,2,
13009,1679.2741,36,1,4,9,1,2,98,
22370,762.9797,72,2,1,2,4,4,8,
14654,762.9797,72,2,1,2,2,5,8,
21536,1535.7043,70,1,2,2,4,1,11,
9756,2131.6272,24,1,2,2,4,1,98,
19098,791.0813,36,2,2,2,1,3,98,
16107,704.6293,65,2,1,1,4,2,7,
4156,1479.4239,66,1,2,1,1,2,12,
14626,4351.1632,56,1,5,2,1,2,10,
2650,1679.2741,38,1,5,3,2,3,98,
9492,1989.9214,57,2,3,2,2,2,10,
16051,1516.8299,36,2,4,1,1,3,10,
7027,694.6736,74,1,1,2,5,3,8,
12473,613.6403,59,2,1,4,5,4,3,
8088,1479.1738,51,2,2,3,5,5,99,
21258,2170.908,18,1,4,9,3,1,98,
3968,913.453,40,1,1,2,2,2,8,
6150,740.5312,80,2,1,4,5,5,4,
4883,1976.6433,27,2,3,2,1,2,8,
2250,1510.6186,65,2,2,2,2,1,99,
14688,867.1161,46,1,1,3,5,2,8,
7457,2126.8712,24,2,2,3,5,4,4,
19767,902.4661,43,2,1,2,2,4,8,
4852,789.4827,47,2,3,3,1,4,8,
5953,2473.8469,27,2,2,2,1,2,9,
12416,3157.9307,47,2,4,3,2,3,9,
14484,2264.1718,53,2,3,3,4,2,9,
18561,1479.4239,68,1,2,1,4,2,10,
8369,762.9797,71,2,1,9,4,2,8,
15781,2535.0562,60,1,3,2,1,2,12,
5242,626.8271,64,2,1,2,2,3,7,
17197,778.0926,57,1,1,2,3,3,8,
14876,626.8271,61,2,1,4,4,4,4,
22343,949.5979,76,1,2,2,1,2,9,
10669,1327.9435,60,2,2,2,1,2,98,
14634,3797.8355,27,2,3,2,1,3,4,
5617,864.8116,52,1,1,2,2,1,7,
870,1989.9214,58,2,3,2,4,1,7,
3462,1578.9654,47,2,2,2,2,4,7,
10601,2076.1918,42,1,3,3,4,3,10,
7356,1439.9508,80,2,1,2,5,2,5,
10585,864.8116,54,1,1,2,2,2,12,
9233,1326.6142,57,2,2,2,1,1,10,
11437,964.3092,43,2,2,2,1,2,5,
14516,2885.8375,28,1,2,2,1,2,10,
12036,1516.8299,35,2,4,2,1,3,7,
16641,2126.8712,21,2,2,2,4,2,5,
912,2194.0854,31,1,3,8,4,3,9,
13110,626.8271,62,2,1,2,3,5,6,
8836,1300.0071,59,2,2,2,3,3,6,
12865,740.5312,80,2,1,3,2,3,5,
13011,778.0926,57,1,1,2,2,2,7,
14417,613.6403,59,2,1,1,2,4,6,
18025,2473.8469,28,2,2,2,1,1,2,
10396,2683.1319,16,2,5,7,5,2,2,
19657,2473.8469,27,2,2,2,1,2,5,
18435,1879.5797,50,1,2,2,3,3,8,
561,1300.0071,56,2,2,2,1,2,9,
11939,894.3773,16,2,5,7,5,3,2,
18614,723.3752,36,2,1,9,1,8,98,
890,859.0985,77,1,1,2,2,1,6,
14627,1326.6142,58,2,2,1,2,2,2,
19133,730.3682,48,2,1,9,5,3,99,
12532,2473.8469,26,2,2,2,1,2,5,
