,RECID,WGHT_PER,AGEC,SEX,HSDSIZEC,FR_Q140,EDU5,SRH_Q110,INCMC,hsd_dif_sqr
419,4201,1737.4147,22,1,3,2,2,1,98,0.25612126138711716
420,18886,829.1707,71,2,1,2,2,2,7,2.231784287908177
421,11742,992.9285,20,1,1,1,3,3,1,2.231784287908177
422,3118,1837.8138,59,1,2,2,1,3,98,0.24395277464764714
423,39,1113.5765,30,1,1,2,1,1,10,2.231784287908177
424,4385,2000.1843,45,1,4,2,1,2,12,2.268289748126587
425,1950,1648.42,37,2,4,2,1,1,8,2.268289748126587
426,13707,727.2719999999999,69,1,1,2,1,1,98,2.231784287908177
427,5883,666.8757,56,2,1,4,4,5,3,2.231784287908177
428,10737,821.0947,60,1,1,3,2,5,4,2.231784287908177
429,13557,821.0947,64,1,1,3,4,5,3,2.231784287908177
430,17779,2125.6006,40,1,3,1,1,1,12,0.25612126138711716
431,15933,2688.4615,29,2,2,1,1,1,10,0.24395277464764714
432,7,992.6982,44,1,1,1,2,3,3,2.231784287908177
433,20303,681.2064,64,2,1,1,2,2,7,2.231784287908177
434,21060,2125.6006,44,1,4,2,2,2,8,2.268289748126587
435,15570,681.2064,61,2,1,1,1,1,11,2.231784287908177
436,20825,1794.8331,56,1,3,2,1,3,10,0.25612126138711716
437,11946,1037.8965,32,2,2,1,1,1,10,0.24395277464764714
438,5786,794.8099,30,1,4,1,1,1,98,2.268289748126587
439,7498,1113.5765,30,1,1,3,1,3,10,2.231784287908177
440,18126,790.0207,79,2,1,1,3,1,9,2.231784287908177
441,3146,666.8757,59,2,1,4,1,1,5,2.231784287908177
442,20530,1047.9662,44,2,2,2,1,1,6,0.24395277464764714
443,19081,653.5686,72,1,1,3,2,5,4,2.231784287908177
444,21969,1493.6466,80,2,2,2,3,3,98,0.24395277464764714
445,8179,732.0515,59,1,1,1,1,1,12,2.231784287908177
446,2395,1234.2352,25,1,1,2,5,3,12,2.231784287908177
447,5666,2456.2184,56,1,3,2,2,2,7,0.25612126138711716
448,7135,656.8976,50,2,1,3,2,2,6,2.231784287908177
449,14045,1223.0835,56,2,2,3,5,3,1,0.24395277464764714
450,16126,2723.2688,19,1,4,1,3,1,2,2.268289748126587
451,6909,1391.8839,69,1,2,2,5,1,6,0.24395277464764714
452,21460,1727.0053,51,1,4,2,1,1,9,2.268289748126587
453,4987,653.5686,73,1,1,3,3,2,5,2.231784287908177
454,2148,1763.2798,31,2,4,2,2,4,4,2.268289748126587
455,19,1361.6344,15,1,3,7,5,2,1,0.25612126138711716
456,10500,2729.9659,52,1,3,2,3,3,7,0.25612126138711716
457,14752,1544.9407,62,1,2,2,2,4,9,0.24395277464764714
458,19227,1223.0835,55,2,2,2,2,1,9,0.24395277464764714
459,22114,1763.2798,31,2,6,2,3,3,3,12.292626721605528
460,7473,683.9397,76,2,1,2,3,4,7,2.231784287908177
461,21555,2456.2184,59,1,3,1,1,2,10,0.25612126138711716
462,8412,2042.4516,18,1,3,2,2,1,4,0.25612126138711716
463,17192,734.2860000000001,46,2,2,2,2,1,11,0.24395277464764714
464,10723,1579.9085,37,1,4,2,3,1,9,2.268289748126587
465,17455,1797.0634,31,2,2,1,1,1,12,0.24395277464764714
466,5333,1579.9085,37,1,4,3,1,1,8,2.268289748126587
467,19425,1249.3667,64,2,2,2,3,3,3,0.24395277464764714
468,4039,1391.6485,53,2,2,2,5,1,5,0.24395277464764714
469,14032,710.8412,61,1,1,2,1,2,8,2.231784287908177
470,11358,1205.4374,80,2,1,1,4,3,5,2.231784287908177
471,19001,1590.035,61,1,2,2,4,3,7,0.24395277464764714
472,9439,898.3461,23,2,1,2,3,1,6,2.231784287908177
473,6219,1780.3873,40,2,3,1,1,1,10,0.25612126138711716
474,13720,1768.3617,54,1,2,2,1,2,11,0.24395277464764714
475,724,1223.0835,55,2,2,1,4,2,7,0.24395277464764714
476,825,2130.1968,51,2,4,2,1,3,10,2.268289748126587
477,14612,1249.3667,60,2,2,2,4,2,5,0.24395277464764714
478,10805,1763.2798,30,2,3,2,1,3,10,0.25612126138711716
479,5042,1763.2798,32,2,4,1,1,1,8,2.268289748126587
480,20314,1579.9085,35,1,4,1,2,2,10,2.268289748126587
481,11984,710.8412,63,1,1,2,2,2,8,2.231784287908177
482,5898,1538.925,70,2,2,2,5,3,3,0.24395277464764714
483,12553,662.9352,66,2,1,2,5,3,98,2.231784287908177
484,11249,653.5686,73,1,1,2,2,2,10,2.231784287908177
485,15273,656.8976,54,2,1,3,4,4,7,2.231784287908177
486,3794,3649.6538,48,1,4,1,2,3,12,2.268289748126587
487,17712,1544.9407,60,1,2,3,2,3,7,0.24395277464764714
488,16147,1391.6485,53,2,2,2,4,2,6,0.24395277464764714
489,6431,1591.0391,57,1,2,2,4,3,6,0.24395277464764714
490,4339,964.0497,30,1,1,2,2,3,6,2.231784287908177
491,7092,1421.2327,68,2,2,2,3,1,7,0.24395277464764714
492,13152,2977.0866,39,2,5,2,2,1,8,6.280458234866058
493,22020,1623.1243,36,1,2,3,2,3,7,0.24395277464764714
494,717,2232.8149,39,2,5,2,2,4,10,6.280458234866058
495,1065,1587.7636,77,2,2,3,3,3,6,0.24395277464764714
496,18782,653.5686,70,1,1,3,5,4,4,2.231784287908177
497,3655,1591.0391,57,1,2,2,3,3,9,0.24395277464764714
498,5794,1840.1831,42,1,4,2,4,1,10,2.268289748126587
499,14620,1391.6485,52,2,2,2,2,3,7,0.24395277464764714
500,8863,717.8329,71,2,1,4,2,2,4,2.231784287908177
501,22028,1421.2327,65,2,2,1,4,1,3,0.24395277464764714
502,17530,2228.3029,46,2,3,2,2,2,8,0.25612126138711716
503,18125,1538.925,71,2,2,2,5,1,6,0.24395277464764714
504,19175,662.9352,65,2,1,2,2,3,8,2.231784287908177
505,9510,1579.9085,37,1,4,2,2,3,6,2.268289748126587
506,5690,662.9352,66,2,1,2,2,4,6,2.231784287908177
507,8458,1493.6466,80,2,2,2,5,3,3,0.24395277464764714
508,1406,1427.0764,39,2,3,2,1,1,8,0.25612126138711716
509,13064,629.6167,66,1,1,1,5,3,5,2.231784287908177
510,11595,1591.0391,55,1,2,2,4,2,10,0.24395277464764714
511,18700,662.9352,65,2,1,4,2,3,6,2.231784287908177
512,21419,1797.0634,32,2,2,1,1,1,12,0.24395277464764714
513,21724,710.0656,51,2,3,2,1,1,10,0.25612126138711716
514,2223,3008.2426,23,1,3,2,3,3,3,0.25612126138711716
515,8977,840.9069999999999,33,2,1,1,3,2,7,2.231784287908177
516,10392,589.7366,61,2,1,3,2,2,7,2.231784287908177
517,4418,2327.4651,25,2,2,2,1,2,8,0.24395277464764714
518,9364,687.1510000000001,46,2,1,3,1,5,98,2.231784287908177
519,20200,1797.0634,30,2,2,3,1,2,9,0.24395277464764714
520,552,2810.1608,44,2,4,2,2,2,98,2.268289748126587
521,18271,1814.4986,44,2,2,3,4,3,5,0.24395277464764714
522,13695,5013.7377,20,1,5,2,2,2,5,6.280458234866058
523,22304,717.8329,72,2,1,2,4,2,98,2.231784287908177
524,20666,1591.0391,56,1,2,2,4,1,5,0.24395277464764714
525,17999,2001.0205,24,2,2,2,2,1,4,0.24395277464764714
526,241,4010.9901,20,1,4,2,3,1,6,2.268289748126587
527,6798,1421.2327,68,2,2,2,1,2,6,0.24395277464764714
528,5410,2120.7219,32,1,2,2,2,4,7,0.24395277464764714
529,12373,859.6019,21,1,1,2,2,1,4,2.231784287908177
530,7682,1249.3667,62,2,2,2,2,2,4,0.24395277464764714
531,8293,1444.8339999999998,73,1,2,3,5,3,98,0.24395277464764714
532,9773,724.16,71,2,1,3,5,3,7,2.231784287908177
533,14828,1873.4405,44,2,3,3,5,3,10,0.25612126138711716
534,9541,1604.0499,60,1,2,1,2,1,98,0.24395277464764714
535,17898,1812.9031,31,2,2,2,5,4,4,0.24395277464764714
536,6462,2347.9799,28,2,2,2,2,1,7,0.24395277464764714
537,16956,2082.4523,31,1,3,3,2,4,1,0.25612126138711716
538,19192,717.1067,60,1,1,2,5,1,6,2.231784287908177
539,7010,1433.7597,66,2,2,2,5,4,99,0.24395277464764714
540,3029,2997.2581,45,2,5,2,2,2,7,6.280458234866058
541,4287,717.1067,60,1,1,3,4,2,5,2.231784287908177
542,7877,331.3438,53,2,1,2,1,1,8,2.231784287908177
543,6821,1783.9484,54,1,2,2,1,1,8,0.24395277464764714
544,6469,1417.6853,19,1,2,4,3,5,4,0.24395277464764714
545,19824,738.5039999999999,58,1,1,1,1,2,9,2.231784287908177
546,1982,689.9681,79,2,1,3,5,2,4,2.231784287908177
547,5745,1216.0624,80,2,1,2,5,3,4,2.231784287908177
548,1389,717.1067,61,1,1,2,4,3,6,2.231784287908177
549,9989,2997.2581,49,2,4,2,5,3,1,2.268289748126587
550,18239,1778.8217,31,2,4,2,2,1,8,2.268289748126587
551,9536,1439.655,37,2,5,2,2,2,10,6.280458234866058
552,21989,1856.4028,40,1,4,3,2,3,6,2.268289748126587
553,8569,1373.6361,15,1,3,7,5,2,2,0.25612126138711716
554,13223,1778.8217,33,2,4,1,1,1,12,2.268289748126587
555,13850,1439.655,39,2,4,1,2,3,5,2.268289748126587
556,21908,1593.8342,36,1,4,2,2,2,9,2.268289748126587
557,625,2754.0284,52,1,4,2,5,2,6,2.268289748126587
558,14131,1457.5691,71,1,2,3,5,3,4,0.24395277464764714
559,18754,7075.064,25,1,5,2,4,1,7,6.280458234866058
560,13795,2997.2581,48,2,4,2,4,3,6,2.268289748126587
561,18144,702.8537,80,2,1,1,5,3,5,2.231784287908177
562,45,668.7784,67,2,1,2,5,3,8,2.231784287908177
563,5263,2739.0087,26,1,2,2,5,1,6,0.24395277464764714
564,22417,717.1067,60,1,1,3,2,4,3,2.231784287908177
565,5712,822.998,49,1,1,2,3,4,99,2.231784287908177
566,16874,3027.9869,20,2,3,1,3,3,3,0.25612126138711716
567,18274,662.6877,51,2,1,2,4,3,7,2.231784287908177
568,2975,1593.8342,39,1,4,2,2,2,9,2.268289748126587
569,18054,662.6877,54,2,1,2,2,2,9,2.231784287908177
570,19029,2018.658,23,2,3,2,2,1,6,0.25612126138711716
571,21860,1605.0629,56,1,2,3,5,3,7,0.24395277464764714
572,5132,1366.6874,80,2,1,2,5,4,99,2.231784287908177
573,2246,920.4557,46,1,2,2,3,1,11,0.24395277464764714
574,13398,724.16,72,2,1,3,5,3,5,2.231784287908177
575,1299,1233.864,57,2,2,2,4,1,7,0.24395277464764714
576,3960,1403.9148,51,2,2,2,2,3,3,0.24395277464764714
577,12014,1552.5667,69,2,2,2,5,3,5,0.24395277464764714
578,9377,2060.4542,15,1,5,7,5,2,1,6.280458234866058
579,19076,724.16,70,2,1,2,5,4,4,2.231784287908177
580,11834,820.8108,50,1,1,2,1,1,10,2.231784287908177
581,11336,2187.252,80,1,2,2,5,3,99,0.24395277464764714
582,5084,2139.4144,30,1,2,1,1,2,12,0.24395277464764714
583,16069,1444.489,49,2,3,2,5,3,3,0.25612126138711716
584,5535,1233.864,59,2,2,3,4,3,4,0.24395277464764714
585,21905,815.3884,77,1,1,1,4,3,6,2.231784287908177
586,5407,1907.1817,44,1,2,2,5,1,6,0.24395277464764714
587,11366,738.5039999999999,57,1,1,2,1,1,7,2.231784287908177
588,19041,1605.0629,57,1,2,3,2,3,8,0.24395277464764714
589,17300,1907.1817,44,1,2,2,4,3,7,0.24395277464764714
590,1395,2303.8394,28,2,3,1,1,1,6,0.25612126138711716
591,21207,717.1067,64,1,1,2,1,1,9,2.231784287908177
592,4161,594.9347,62,2,1,2,4,4,4,2.231784287908177
593,210,2347.9799,26,2,2,2,1,2,8,0.24395277464764714
594,3613,856.5494,41,2,1,2,1,2,11,2.231784287908177
595,1755,2023.1719,20,1,2,2,3,1,2,0.24395277464764714
596,16019,822.998,46,1,1,3,2,3,5,2.231784287908177
597,21940,1233.864,57,2,2,2,4,3,98,0.24395277464764714
598,12621,1403.9148,51,2,2,1,1,3,11,0.24395277464764714
599,4699,2082.4523,32,1,5,2,1,1,12,6.280458234866058
600,17543,866.9774,40,1,1,1,4,1,10,2.231784287908177
601,15993,815.3884,76,1,1,3,9,5,4,2.231784287908177
602,20223,1783.9484,51,1,2,1,2,2,12,0.24395277464764714
603,5068,1432.6485,50,2,2,2,4,4,6,0.24395277464764714
604,5746,1260.3789,60,2,2,2,3,2,4,0.24395277464764714
605,14217,1260.3789,61,2,2,2,2,1,6,0.24395277464764714
606,20360,3996.9069,80,1,3,3,5,2,4,0.25612126138711716
607,13083,1605.0629,55,1,2,2,4,1,5,0.24395277464764714
608,13488,1558.5582,61,1,2,2,5,1,6,0.24395277464764714
609,12339,1605.0629,58,1,2,2,5,2,6,0.24395277464764714
610,11929,1697.7444,17,2,2,7,4,3,2,0.24395277464764714
611,6003,1216.0624,80,2,1,3,5,4,6,2.231784287908177
612,16096,820.8108,50,1,1,2,2,3,6,2.231784287908177
613,21408,2384.0166,80,1,2,4,5,9,99,0.24395277464764714
614,6487,635.1663,69,1,1,3,5,4,5,2.231784287908177
615,1022,2303.8394,29,2,3,1,1,1,8,0.25612126138711716
616,9725,1856.4028,44,1,3,3,3,5,7,0.25612126138711716
617,9003,1260.3789,64,2,2,2,2,2,98,0.24395277464764714
618,5484,2997.2581,45,2,4,3,2,2,6,2.268289748126587
619,1787,2747.2723,16,1,5,7,5,2,2,6.280458234866058
620,8592,2747.2723,18,1,4,2,3,2,4,2.268289748126587
621,10033,1439.655,39,2,5,2,4,2,9,6.280458234866058
622,3516,2747.2723,18,1,4,2,3,2,3,2.268289748126587
623,1610,1233.864,56,2,2,2,5,3,4,0.24395277464764714
624,6961,728.7845,72,1,2,3,5,4,4,0.24395277464764714
625,436,1558.5582,61,1,2,1,4,2,6,0.24395277464764714
626,18543,138.6415,49,2,1,1,3,3,12,2.231784287908177
627,4078,1233.864,57,2,2,2,2,3,10,0.24395277464764714
628,21823,1078.4065,80,1,1,2,5,5,4,2.231784287908177
629,9045,856.5494,42,2,1,2,1,2,10,2.231784287908177
630,2702,594.9347,61,2,1,1,1,1,7,2.231784287908177
631,6124,1522.1084,61,1,3,2,1,2,8,0.25612126138711716
632,21914,1286.175,64,2,2,2,5,3,2,0.24395277464764714
633,10821,1888.6760000000002,56,2,3,1,2,2,3,0.25612126138711716
634,14983,1783.9484,51,1,2,9,4,1,7,0.24395277464764714
635,10615,1591.0391,58,1,2,2,3,1,6,0.24395277464764714
636,19716,1260.3789,61,2,2,2,1,4,6,0.24395277464764714
637,14174,1605.0629,56,1,2,1,1,2,12,0.24395277464764714
638,1085,1802.5664,79,1,2,1,3,2,10,0.24395277464764714
639,14221,2739.0087,25,1,2,2,2,2,7,0.24395277464764714
640,3297,662.6877,53,2,1,2,8,8,98,2.231784287908177
641,19735,1404.1522,68,1,2,2,5,5,6,0.24395277464764714
642,21614,717.1067,61,1,1,3,5,4,6,2.231784287908177
643,450,659.3293,74,1,1,3,5,3,4,2.231784287908177
644,20439,659.3293,72,1,1,2,5,3,4,2.231784287908177
645,10857,3941.1141,42,1,4,2,5,2,7,2.268289748126587
646,2072,2187.252,80,1,2,2,2,2,6,0.24395277464764714
647,12249,1286.175,63,2,2,2,2,4,2,0.24395277464764714
648,7526,1233.864,57,2,2,2,1,3,10,0.24395277464764714
649,8514,1260.3789,62,2,2,3,5,3,3,0.24395277464764714
650,21593,1479.1872,77,2,2,1,4,2,8,0.24395277464764714
651,18428,1404.1522,66,1,2,2,2,2,6,0.24395277464764714
652,8539,1593.8342,35,1,3,1,2,2,8,0.25612126138711716
653,19724,1593.8342,35,1,4,1,2,1,12,2.268289748126587
654,6123,1009.329,23,2,3,2,5,4,4,0.25612126138711716
655,253,582.4189,59,2,1,3,5,3,5,2.231784287908177
656,615,906.2643,20,2,1,4,5,4,4,2.231784287908177
657,17156,2303.8394,28,2,4,4,4,2,4,2.268289748126587
658,3743,1444.489,46,2,4,2,1,4,8,2.268289748126587
659,9172,2823.0844,80,2,2,1,4,2,7,0.24395277464764714
660,3980,1605.0629,59,1,2,3,5,3,8,0.24395277464764714
661,8867,1593.8342,36,1,3,2,2,4,9,0.25612126138711716
662,11397,635.1663,66,1,1,2,5,1,6,2.231784287908177
663,11483,1593.8342,36,1,3,2,3,3,10,0.25612126138711716
664,13191,3003.3273,35,2,5,3,3,5,4,6.280458234866058
665,4678,1439.655,35,2,4,4,4,2,6,2.268289748126587
666,14150,2018.658,22,2,2,2,2,2,3,0.24395277464764714
667,6691,1593.8342,36,1,3,3,1,2,8,0.25612126138711716
668,18022,1286.175,61,2,2,1,1,1,7,0.24395277464764714
669,11664,1233.864,55,2,2,2,3,3,7,0.24395277464764714
670,8558,1432.6485,53,2,2,1,2,2,4,0.24395277464764714
671,15735,724.16,70,2,1,2,4,3,5,2.231784287908177
672,15457,2148.9728,52,2,4,2,2,4,1,2.268289748126587
673,15692,1569.4146,66,1,2,2,5,3,8,0.24395277464764714
674,10841,1593.8342,38,1,4,1,1,2,12,2.268289748126587
675,355,1404.1522,68,1,2,2,4,3,7,0.24395277464764714
676,8212,582.4189,59,2,1,3,5,2,5,2.231784287908177
677,13433,1812.9031,31,2,2,2,2,2,6,0.24395277464764714
678,22311,2060.4542,18,1,4,2,4,1,2,2.268289748126587
679,14360,2303.8394,28,2,4,3,5,2,5,2.268289748126587
680,14662,2247.9436,48,2,3,2,5,4,4,0.25612126138711716
681,21863,2739.0087,27,1,2,2,5,3,7,0.24395277464764714
682,5080,2082.4523,34,1,4,1,2,2,10,2.268289748126587
683,11273,2303.8394,28,2,4,2,2,1,8,2.268289748126587
684,3409,1593.8342,35,1,4,2,2,2,10,2.268289748126587
685,2572,2060.4542,18,1,3,1,3,2,1,0.25612126138711716
686,13392,2082.4523,34,1,4,1,1,1,11,2.268289748126587
687,9864,1593.8342,36,1,3,2,2,2,8,0.25612126138711716
688,16203,717.1067,63,1,1,4,3,5,4,2.231784287908177
689,12276,2518.2347,55,2,4,4,1,4,99,2.268289748126587
690,19442,1098.6996,29,2,1,4,2,1,5,2.231784287908177
691,1152,1439.655,39,2,4,1,1,2,6,2.268289748126587
692,1838,1778.8217,30,2,3,2,1,3,8,0.25612126138711716
693,11090,1929.2624,64,2,3,2,4,2,2,0.25612126138711716
694,7314,1260.3789,62,2,2,1,3,5,5,0.24395277464764714
695,105,702.8537,80,2,1,3,5,4,5,2.231784287908177
696,8653,1403.9148,50,2,2,2,2,1,6,0.24395277464764714
697,1203,668.7784,68,2,1,2,2,2,6,2.231784287908177
698,18382,635.1663,69,1,1,2,5,4,4,2.231784287908177
699,12888,2082.4523,31,1,4,2,2,2,7,2.268289748126587
700,14273,1078.4065,80,1,1,9,5,4,98,2.231784287908177
701,7265,1929.2624,62,2,3,2,3,1,7,0.25612126138711716
702,14704,1286.175,62,2,2,1,1,1,8,0.24395277464764714
703,16404,1605.0629,58,1,2,1,5,2,8,0.24395277464764714
704,9745,822.998,45,1,1,2,5,3,11,2.231784287908177
705,11990,1404.1522,69,1,2,2,5,4,98,0.24395277464764714
706,6885,820.8108,52,1,1,2,4,2,9,2.231784287908177
707,5593,1245.114,28,1,1,2,2,3,8,2.231784287908177
708,21064,724.16,73,2,1,1,5,2,6,2.231784287908177
709,20965,724.16,74,2,1,2,5,3,5,2.231784287908177
710,21306,635.1663,68,1,1,3,5,5,98,2.231784287908177
711,11135,1796.08,44,2,3,2,2,4,4,0.25612126138711716
712,12021,1260.3789,60,2,2,1,5,3,1,0.24395277464764714
713,18845,1506.8119,80,2,2,2,5,3,99,0.24395277464764714
714,16315,662.6877,51,2,1,2,4,2,9,2.231784287908177
715,21573,1604.0499,63,1,2,2,3,2,10,0.24395277464764714
716,12897,2148.9728,51,2,3,1,3,1,8,0.25612126138711716
717,7803,1569.4146,67,1,2,2,5,5,6,0.24395277464764714
718,1584,1593.8342,35,1,3,2,2,3,7,0.25612126138711716
719,4326,1233.864,58,2,2,1,5,3,1,0.24395277464764714
720,2390,1778.8217,33,2,4,3,2,5,7,2.268289748126587
721,1644,1259.1173,58,2,2,2,1,1,6,0.24395277464764714
722,9500,717.1067,64,1,1,3,5,5,99,2.231784287908177
723,535,1105.2534,33,1,3,4,2,3,7,0.25612126138711716
724,20050,1651.912,57,1,2,2,5,4,6,0.24395277464764714
725,19208,750.8318,37,2,2,2,2,3,8,0.24395277464764714
726,18816,2082.4523,34,1,5,2,4,1,7,6.280458234866058
727,20339,594.9347,62,2,1,3,5,3,3,2.231784287908177
728,16191,1286.175,60,2,2,3,1,2,6,0.24395277464764714
729,1007,856.5494,44,2,1,2,3,2,8,2.231784287908177
730,14390,2082.4523,32,1,4,2,2,1,98,2.268289748126587
731,6774,1030.2271,19,1,3,1,5,3,5,0.25612126138711716
732,11777,820.8108,53,1,1,2,5,3,6,2.231784287908177
733,8883,717.1067,62,1,1,3,5,1,7,2.231784287908177
734,19578,1873.4405,43,2,2,3,2,3,7,0.24395277464764714
735,3268,1783.9484,53,1,2,1,2,3,10,0.24395277464764714
736,12620,1873.4405,41,2,3,2,2,1,4,0.25612126138711716
737,16687,1439.655,36,2,4,2,2,3,98,2.268289748126587
738,14137,3395.4888,19,2,4,2,5,4,1,2.268289748126587
739,14243,1605.0629,57,1,2,2,4,1,5,0.24395277464764714
740,11835,1830.4920000000002,40,2,2,2,2,1,7,0.24395277464764714
741,18990,594.9347,63,2,1,2,5,3,6,2.231784287908177
742,18398,2537.7637,35,1,4,3,2,4,7,2.268289748126587
743,9841,1260.3789,61,2,2,2,1,2,8,0.24395277464764714
744,9817,1457.5691,74,1,2,2,5,2,5,0.24395277464764714
745,6557,1457.5691,74,1,2,3,5,3,5,0.24395277464764714
746,21169,582.4189,55,2,1,2,5,3,3,2.231784287908177
747,15402,856.5494,41,2,1,2,1,1,10,2.231784287908177
748,19691,1233.864,55,2,2,2,5,2,5,0.24395277464764714
749,2524,1601.7585,75,2,2,2,5,1,98,0.24395277464764714
750,8890,1260.3789,60,2,2,1,2,2,7,0.24395277464764714
751,14073,1433.7597,68,2,2,2,5,2,4,0.24395277464764714
752,17699,1403.9148,50,2,2,2,5,3,98,0.24395277464764714
753,1747,1746.8699,46,1,4,2,4,3,7,2.268289748126587
754,10165,2754.0284,54,1,3,2,3,2,4,0.25612126138711716
755,8709,2830.0256,26,1,3,3,5,3,7,0.25612126138711716
756,4048,1569.4146,68,1,2,2,5,3,6,0.24395277464764714
757,17920,4046.3438,23,1,4,2,1,2,3,2.268289748126587
758,11393,618.8009,40,1,4,4,5,1,7,2.268289748126587
759,10775,594.9347,62,2,1,4,5,3,3,2.231784287908177
760,8153,1593.8342,35,1,5,1,2,2,10,6.280458234866058
761,14941,668.7784,69,2,1,3,2,1,4,2.231784287908177
762,19907,594.9347,64,2,1,2,5,1,4,2.231784287908177
763,5679,2739.0087,27,1,2,2,1,1,10,0.24395277464764714
764,14621,848.319,33,2,1,2,2,3,6,2.231784287908177
765,1256,1439.655,39,2,3,2,1,1,10,0.25612126138711716
766,6346,1836.0189,51,1,2,1,5,5,99,0.24395277464764714
767,5268,668.7784,68,2,1,2,5,2,99,2.231784287908177
768,555,1796.08,42,2,3,2,2,1,10,0.25612126138711716
769,19827,662.6877,52,2,1,3,2,3,8,2.231784287908177
770,18101,659.3293,73,1,1,3,5,4,5,2.231784287908177
771,339,738.5039999999999,56,1,1,2,1,3,9,2.231784287908177
772,21065,1498.6291,46,2,2,2,2,3,7,0.24395277464764714
773,21575,1468.5720000000001,49,2,2,1,2,1,12,0.24395277464764714
774,3865,750.8318,35,2,3,3,2,3,7,0.25612126138711716
775,3914,927.7194,32,2,3,2,2,3,7,0.25612126138711716
776,6966,717.1067,60,1,1,2,4,3,98,2.231784287908177
777,17012,1260.3789,60,2,2,2,5,3,1,0.24395277464764714
778,5741,1593.8342,38,1,6,2,1,3,10,12.292626721605528
779,9286,2477.868,57,1,3,3,2,2,6,0.25612126138711716
780,1267,1433.7597,67,2,2,3,5,3,4,0.24395277464764714
781,12668,668.7784,68,2,1,3,5,3,3,2.231784287908177
782,3120,717.1067,63,1,1,1,1,2,9,2.231784287908177
783,19960,1569.4146,66,1,2,2,2,4,6,0.24395277464764714
784,14928,1836.0189,52,1,2,2,5,3,6,0.24395277464764714
785,15583,820.8108,51,1,1,2,5,2,6,2.231784287908177
786,4575,1403.9148,51,2,2,3,1,1,7,0.24395277464764714
787,2425,2761.367,49,1,3,2,1,1,12,0.25612126138711716
788,2190,717.1067,60,1,1,2,5,3,98,2.231784287908177
789,8379,1778.8217,31,2,3,2,1,2,7,0.25612126138711716
790,22210,1552.4894,71,2,2,2,5,1,3,0.24395277464764714
791,5412,1286.175,63,2,4,3,5,2,3,2.268289748126587
792,10981,1605.0629,56,1,2,2,3,2,8,0.24395277464764714
793,13575,1878.7593,22,2,2,1,2,1,6,0.24395277464764714
794,17634,1233.864,55,2,2,2,4,2,98,0.24395277464764714
795,18318,2403.0701,27,2,2,2,2,4,5,0.24395277464764714
796,15169,659.3293,73,1,1,3,5,4,5,2.231784287908177
797,7402,3996.9069,80,1,3,2,2,2,6,0.25612126138711716
798,10513,1680.8649,32,2,4,2,1,1,12,2.268289748126587
799,5179,1472.7309,60,1,2,9,2,2,8,0.24395277464764714
800,22039,1038.1960000000001,29,2,1,3,3,2,3,2.231784287908177
801,710,1472.7309,62,1,2,2,4,2,9,0.24395277464764714
802,20915,1353.755,54,2,2,2,2,1,1,0.24395277464764714
803,16209,5348.3615,27,1,4,3,1,2,6,2.268289748126587
804,12301,1215.3474,61,2,2,2,2,2,2,0.24395277464764714
805,14992,1387.7001,49,2,2,2,4,2,8,0.24395277464764714
806,9370,2655.4098,41,2,6,2,1,1,10,12.292626721605528
807,21924,1547.2603,38,1,2,2,1,2,4,0.24395277464764714
808,9577,1291.4262,80,2,1,2,1,2,10,2.231784287908177
809,5920,631.9499,66,2,1,8,4,1,98,2.231784287908177
810,14696,1650.6727,45,1,4,3,2,3,8,2.268289748126587
811,2194,2588.176,28,1,2,1,4,2,6,0.24395277464764714
812,14927,651.9727,79,2,1,1,3,1,5,2.231784287908177
813,2481,1189.7798,56,2,2,1,1,3,12,0.24395277464764714
814,15674,777.6769,47,1,1,2,4,4,4,2.231784287908177
815,6979,2252.7327,80,1,2,1,5,2,12,0.24395277464764714
816,15233,2252.7327,80,1,2,1,9,2,12,0.24395277464764714
817,6749,709.4847,39,2,3,4,5,4,2,0.25612126138711716
818,7642,1038.1960000000001,26,2,1,2,1,1,9,2.231784287908177
819,17640,809.3807,44,2,1,2,1,1,10,2.231784287908177
820,10431,562.1726,62,2,1,2,1,2,7,2.231784287908177
821,19575,648.7623,35,2,1,2,2,1,8,2.231784287908177
822,21067,2609.303,48,1,3,2,1,1,11,0.25612126138711716
823,5073,1326.8279,69,1,2,1,1,1,7,0.24395277464764714
824,3885,697.8358,55,1,1,1,1,3,9,2.231784287908177
825,6312,1482.9895,65,1,2,1,3,1,9,0.24395277464764714
826,15241,1387.9768,27,2,2,2,2,3,9,0.24395277464764714
827,6913,1397.7308,76,2,2,2,5,4,99,0.24395277464764714
828,2166,1598.6755,38,1,2,2,9,4,4,0.24395277464764714
829,14670,1354.8049,68,2,2,2,3,2,5,0.24395277464764714
830,18321,2926.8720000000003,21,2,3,2,2,2,1,0.25612126138711716
831,5321,1291.4262,80,2,1,1,5,1,99,2.231784287908177
832,20476,631.9499,69,2,1,2,1,3,8,2.231784287908177
833,21752,801.6034,31,2,1,2,1,2,98,2.231784287908177
834,8957,1215.3474,61,2,2,2,4,1,98,0.24395277464764714
835,8829,1506.0644,39,1,4,2,3,2,9,2.268289748126587
836,972,676.8775,54,2,2,2,4,3,7,0.24395277464764714
837,18616,819.2344,43,1,1,2,2,1,10,2.231784287908177
838,8349,1650.6727,46,1,4,2,3,2,11,2.268289748126587
